TokenID,coconut,citrus,fish,tobacco,cotton,pig,wood,sugarcane,grain,meat,coconut liquor,crate-packed citrus,crate-packed coconuts,barrel-packed fish,barrel-packed meat,bags,bag-packed tobacco,bag-packed grain,bag-packed cotton,bag-packed sugarcane,clay,bricks,planks,crates,barrels,wild game,stone
1150,2.25,2.25,1.5,0.6667,1.2,0.2,0.1833,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
1151,3.25,3.25,1.5,0.6,0.8,0.1333,0.1833,0,0,0,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1152,3,3,2.5,0.6667,1.2,0.2,0.1333,0,0,0,1,6,6,2,2,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1153,2.25,2.25,4,0.7667,1.8,0.3,0.15,0,0,0,1.4167,6.75,6.75,2.25,2.25,0.225,2.25,2.25,2.25,2.25,0,2.25,0,0,0,0,0
1154,2.5,2.5,3.5,0.7667,1.8,0.3,1.05,0,0,1.05,1.5,7,7,2.3333,2.3333,0.25,2,2,2,2,0,2.5,0.4,0.2778,0.1125,0,0
1155,3,3,4.5,0.9333,1.6,0.2667,0.1,0.4,0.6,0,2.3333,6,6,2,2,0.2,2,2,2,4,0,2,0,0,0,0,0
1156,4.75,4.75,2.5,0.6,0.8,0.1333,0.2167,0,0,0,2.25,5.75,5.75,1.9167,1.9167,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,0,0
1157,3.25,3.25,2.5,0.7,1.4,0.2333,0.2167,0,0,0,1.4167,6.75,6.75,2.25,2.25,0.325,1.9167,1.9167,1.9167,1.9167,0,3.25,0,1.0833,0.425,1.65,0.1062
1158,5.5,5.5,3.5,0.6,0.8,0.1333,0.2667,0,0,0,2.5,5.5,5.5,1.8333,1.8333,0.35,1.8333,1.8333,1.8333,1.8333,0,3.5,0,0,0,0,0
1159,3,3,2,0.8667,1.2,0.2,0.4,0.3,0.45,0,1.3333,6,6,2,2,0.3,1.6667,1.6667,1.6667,3.3333,0,3,0,1,0.4,0,0.1
1160,4,4,3,0.6667,0.8,0.1333,0.1,0.0667,0.1,0.6,1.3333,4,4,1.3333,1.3333,0.2,6,1,2,1,0.1,2,0,0,0,0,0
1161,2.5,2.5,3,0.7667,1.8,0.3,0.2,0,0,0,1.5,7,7,2.3333,2.3333,0.25,2.6667,2.6667,2.6667,2.6667,0,2.5,0,0,0,0,0
1162,6,6,6.5,1.0333,1.65,0.3,0.1667,0,0,0,2,6.5,6.5,2.1667,2.1667,0.3,1.8333,3.6667,1.8333,1.8333,0.325,5,0,0,0,0,0
1163,2.25,2.25,1.5,0.6,0.8,0.1333,0.15,0,0,0,4.0833,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,0,0
1164,0,0,1.5,0.5333,0.4,0.0667,0.1333,0,0,0,0.6667,1,1,0.3333,0.3333,0,1.3333,1.3333,1.3333,1.3333,0,0,0,0,0,0,0
1165,5,5,5,0.7667,1.8,0.3,0.2,0,0,0,1.6667,8.5,8.5,2.8333,2.8333,0.4,2.1667,2.1667,2.1667,2.1667,0,4,0,0,0,0,0
1166,2.75,2.75,2,0.6,0.8,0.1333,0.1167,0,0,0,2.9167,4.75,4.75,1.5833,1.5833,0.275,1.25,1.25,1.25,1.25,0,2.75,0,0.9167,0.875,0,0.0938
1167,3.75,3.75,5.5,1.4,2.4,0.4,0.2167,1.6,2.4,0,1.9167,8.75,8.75,2.9167,2.9167,0.275,3.25,3.25,3.25,3.25,0,2.75,0,0,0,0,0
1168,3.25,3.25,1.5,0.6,0.8,0.1333,0.925,0,0,0.925,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0.55,0.3611,0.1563,0.65,0
1169,3.75,3.75,1.5,0.6,0.8,0.1333,0.2167,0,0,0,2.9167,5.75,5.75,1.9167,1.9167,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,0.95,0
1170,3.75,3.75,1.5,0.6,0.8,0.1333,0.2167,0,0,0,2.25,5.75,5.75,1.9167,1.9167,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,0,0
1171,3.5,3.5,5.5,0.7667,1.8,0.3,0.1,0,0,0,2.5,7,7,2.3333,2.3333,0.25,2,2,2,2,0,2.5,0,0,0,1.8,0
1172,3,3,2.5,0.6667,1.2,0.2,0.1333,0,0,0,1,6,6,2,2,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1173,5.25,5.25,3.5,0.6667,0.8,0.1333,0.1833,0.0667,0.1,0.425,2.0833,5.25,5.25,1.75,1.75,0.325,8.5,1.4167,2.8333,1.4167,0.1313,3.25,0,0,0,0,0
1174,1,1,3,0.6333,1,0.1667,0.2,0,0,0,1.6667,3.5,3.5,1.1667,1.1667,0.1,2.1667,2.1667,2.1667,2.1667,0,1,0,0,0,0,0
1175,2.25,2.25,1.5,0.6667,1.2,0.2,1.125,0,0,1.125,1.4167,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0.55,0.25,0.1062,0,0
1176,2.5,2.5,1.5,0.6667,1.2,0.2,0.2,0,0,0,1.1667,5.5,5.5,1.8333,1.8333,0.25,2.1667,2.1667,2.1667,2.1667,0,2.5,0,0,0,0,0
1177,2.25,2.25,2.5,0.7,1.4,0.2333,0.1167,0,0,0,2.4167,5.75,5.75,1.9167,1.9167,0.225,1.5833,1.5833,1.5833,1.5833,0,2.25,0,0,0,0,0
1178,2.75,2.75,2.5,1.1667,1.4,0.1667,0.1167,0,0,0,1.9167,5.25,5.25,1.75,1.75,0.275,1.4167,1.4167,1.4167,1.4167,0.1688,4.75,0,0,0,0,0
1179,4,4,4,0.8,1.3,0.2,0.1333,0,0,0,1.6667,7,7,2.3333,2.3333,0.4,1.3333,1.3333,1.3333,1.3333,0.075,4,0,0,0,0,0.225
1180,0.75,0.75,1.5,0.5333,0.4,0.0667,0.1833,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0,0
1181,2.75,2.75,1.5,0.6,0.8,0.1333,0.1833,0,0,0,1.25,4.75,4.75,1.5833,1.5833,0.275,1.5833,1.5833,1.5833,1.5833,0,2.75,0,0,0,0,0
1182,0.75,0.75,1.5,0.5333,0.4,0.0667,0.1833,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0,0
1183,3,3,3.5,0.7667,1,0.1667,0.1333,0.1333,0.2,0,1.3333,5.5,5.5,1.8333,1.8333,0.3,1.1667,1.1667,1.1667,1.1667,0,3,0,0,0,0,0
1184,0,0,1.5,0.5333,0.4,0.0667,0.1333,0,0,0,1,1,1,0.3333,0.3333,0,1.3333,1.3333,1.3333,1.3333,0,0,0,0,0,0,0
1185,2,2,1,0.6,0.8,0.1333,0.1,0,0,0,1.3333,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
1186,3.5,3.5,3.5,0.6333,1,0.1667,0.1,0,0,0,1.8333,5,5,1.6667,1.6667,0.25,1.3333,1.3333,1.3333,1.3333,0,2.5,0,0,0,1.6,0
1187,2,2,3,0.8,1.2,0.2,0.1,0.2,0.3,0,1.6667,5,5,1.6667,1.6667,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,1.1,0
1188,3.5,3.5,2.5,0.7,1,0.1667,0.75,0.0667,0.1,1.05,1.8333,6,6,2,2,0.35,1.6667,1.6667,1.6667,1.6667,0.0875,3.5,0.6,0.3889,0.1375,0,0
1189,2.75,2.75,2.5,0.6333,1,0.1667,0.1167,0,0,0,2.25,5.25,5.25,1.75,1.75,0.275,1.4167,1.4167,1.4167,1.4167,0,2.75,0,0,0,0,0
1190,3.75,3.75,2,0.6,0.8,0.1333,0.15,0,0,0,1.5833,4.75,4.75,1.5833,1.5833,0.275,1.25,1.25,1.25,1.25,0,2.75,0,0,0,0,0
1191,2.25,2.25,1.5,0.6667,1.2,0.2,0.1833,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
1192,0,0,1.5,0.5333,0.4,0.0667,0.1333,0,0,0,0.6667,1,1,0.3333,0.3333,0,1.3333,1.3333,1.3333,1.3333,0,0,0,0,0,0,0
1193,3.5,3.5,5,1.2667,2,0.2667,0.1,0,0,0,2.1667,7.5,7.5,2.5,2.5,0.35,1.5,1.5,1.5,1.5,0.1375,5.5,0,0,0,0,0
1194,2.5,2.5,2,0.7333,0.9,0.1333,0.1,0,0,0,1.8333,4.5,4.5,1.5,1.5,0.25,1.1667,1.1667,1.1667,1.1667,0.0875,2.5,0,0,0,0,0.2375
1195,1.25,1.25,2.5,0.8667,0.65,0.1333,0.15,0,0,0,0.75,1.25,1.25,0.4167,0.4167,0.025,1.4167,2.8333,1.4167,1.4167,0.3063,2.25,0,0,0,0,0
1196,2,2,1,0.6,0.8,0.1333,0.1,0,0,0,1.6667,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
1197,3.25,3.25,3,0.7,1.4,0.2333,0.1833,0,0,0,2.0833,6.75,6.75,2.25,2.25,0.325,1.9167,1.9167,1.9167,1.9167,0,3.25,0,0,0,0,0
1198,4,4,1.5,0.6,0.8,0.1333,0.2333,0,0,0,2.6667,6,6,2,2,0.4,1.6667,1.6667,1.6667,1.6667,0,4,0,0,0,1.6,0
1199,4.75,4.75,3.5,0.6,0.8,0.1333,0.1833,0,0,0,1.5833,4.75,4.75,1.5833,1.5833,0.275,1.5833,1.5833,1.5833,1.5833,0,2.75,0,0,0,0,0
1200,4.5,4.5,3,0.8,0.8,0.1333,0.35,0.2,0.3,0,3.1667,5.5,5.5,1.8333,1.8333,0.35,1.5,1.5,1.5,3,0,3.5,0,0,0,0,0
1201,2,2,1.5,0.8,1.3,0.4667,0.1667,0,0,0,1,5,5,1.6667,1.6667,0.2,2,4,2,4,0,2,0,0,0,0,0
1202,3.75,3.75,2.5,0.6,0.8,0.1333,0.1833,0,0,0,1.25,4.75,4.75,1.5833,1.5833,0.275,1.5833,1.5833,1.5833,1.5833,0,2.75,0,0,0,0,0
1203,4.5,4.5,3.5,0.6,0.8,0.1333,0.1667,0,0,0,1.1667,4.5,4.5,1.5,1.5,0.25,1.5,1.5,1.5,1.5,0,2.5,0,0,0,0,0
1204,5,5,5,0.6667,1.2,0.2,0.1,0,0,0,1.6667,5,5,1.6667,1.6667,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,0,0
1205,3.25,3.25,3.5,1.1667,1.4,0.1667,0.1167,0,0,0,1.4167,4.75,4.75,1.5833,1.5833,0.225,1.25,1.25,1.25,1.25,0.1812,4.25,0,0,0,0,0
1206,4,4,2.5,0.7333,1.2,0.2,0.2,0.1,0.15,0.6,1.3333,7,7,2.3333,2.3333,0.4,10,1.6667,3.3333,1.6667,0.075,4,0,0,0,0,0
1207,3.75,3.75,7,0.9,2.6,0.4333,0.1833,0,0,0,2.5833,9.25,9.25,3.0833,3.0833,0.275,3.0833,3.0833,3.0833,3.0833,0,2.75,0,0,0,0,0
1208,2,2,2.5,0.7,1.4,0.2333,0.1,0,0,0,1.6667,5.5,5.5,1.8333,1.8333,0.2,1.5,1.5,1.5,1.5,0,2,0,0,0,0,0
1209,3.25,3.25,3,0.7333,0.9,0.1333,0.0833,0,0,0,1.4167,5.25,5.25,1.75,1.75,0.325,0.75,0.75,0.75,0.75,0.0563,3.25,0,0,0,0,0.2062
1210,5.25,5.25,3,0.6,0.8,0.1333,0.1833,0,0,0,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,1.45,0
1211,2.5,2.5,1.5,0.7333,0.9,0.4,0.1667,0,0,0,1.1667,4.5,4.5,1.5,1.5,0.25,1.5,3,1.5,3,0,2.5,0,0,0,0,0
1212,3.25,3.25,1.5,0.6,0.8,0.1333,0.925,0,0,0.925,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0.55,0.3611,0.1563,0,0
1213,2,2,1,0.6,0.8,0.1333,0.1,0,0,0,2.3333,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
1214,2,2,3,0.6667,1.2,0.2,0.1,0,0,0,1.3333,5,5,1.6667,1.6667,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,1.5,0
1215,3.25,3.25,3,1.1333,0.8,0.1333,0.325,0.5333,0.8,0,1.4167,5.25,5.25,1.75,1.75,0.325,0.75,0.75,0.75,0.75,0,3.25,0,0,0,0,0
1216,4,4,2.5,1,1.45,0.2667,0.2,0,0,0,1.3333,7,7,2.3333,2.3333,0.4,1.6667,3.3333,1.6667,1.6667,0.25,6,0,0,0,0,0
1217,5.75,5.75,5.5,0.7,1.4,0.2333,1.175,0,0,1.175,2.25,7.25,7.25,2.4167,2.4167,0.375,2.0833,2.0833,2.0833,2.0833,0,3.75,0.65,0.4167,0.1688,0,0
1218,0.75,0.75,1.5,0.5333,0.4,0.0667,0.1833,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0,0
1219,3,3,2.5,0.6667,1.2,0.2,0.1333,0,0,0,1,6,6,2,2,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1220,1.75,1.75,2.5,0.5333,0.4,0.0667,0.1833,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0,0
1221,4.25,4.25,3.5,0.7667,1.1,0.1667,0.1833,0,0,0,1.75,5.75,5.75,1.9167,1.9167,0.325,1.5833,1.5833,1.5833,1.5833,0.1313,3.25,0,0,0,0,0.2813
1222,2.25,2.25,1.5,0.6,0.8,0.1333,0.15,0,0,0,1.0833,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,0,0
1223,2.25,2.25,1.5,0.6667,1.2,0.2,1.125,0,0,1.125,1.0833,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0.55,0.25,0.0813,0,0
1224,5.75,5.75,5.5,1.2333,1.4,0.2333,0.2167,0.8,1.2,0,2.5833,7.25,7.25,2.4167,2.4167,0.375,2.0833,2.0833,2.0833,2.0833,0,3.75,0,0,0,0,0
1225,5.5,5.5,4,1.2,1.6,0.2,0.2333,0,0,0,1.5,6.5,6.5,2.1667,2.1667,0.35,1.8333,1.8333,1.8333,1.8333,0.2375,5.5,0,0,0,0,0
1226,1.25,1.25,1.5,0.5333,0.4,0.0667,0.2167,0,0,0,2.0833,2.25,2.25,0.75,0.75,0.125,1.75,1.75,1.75,1.75,0,1.25,0,0,0,0,0
1227,5.5,5.5,7.5,0.8,2,0.3333,0.1667,0,0,0,1.8333,7.5,7.5,2.5,2.5,0.25,2.5,2.5,2.5,2.5,0,2.5,0,0,0,0,0
1228,3.25,3.25,2.5,0.6667,1.2,0.2,0.15,0,0,0,1.4167,6.25,6.25,2.0833,2.0833,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1229,3.25,3.25,1.5,0.6,0.8,0.1333,0.1833,0,0,0,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1230,4.5,4.5,4.5,0.7667,1.1,0.1667,0.1333,0,0,0,1.5,5,5,1.6667,1.6667,0.25,1.3333,1.3333,1.3333,1.3333,0.1375,2.5,0,0,0,0,0.2875
1231,3.25,3.25,4,0.7667,1.8,0.3,0.15,0,0,0,1.4167,7.75,7.75,2.5833,2.5833,0.325,1.9167,1.9167,1.9167,1.9167,0,3.25,0,0,0,0,0
1232,0,0,3,0.6333,1,0.1667,0.1333,0,0,0,1,2.5,2.5,0.8333,0.8333,0,1.8333,1.8333,1.8333,1.8333,0,0,0,0,0,0,0
1233,4.5,4.5,1.5,0.6,0.8,0.1333,0.2667,0,0,0,2.5,6.5,6.5,2.1667,2.1667,0.45,1.8333,1.8333,1.8333,1.8333,0,4.5,0,0,0,0,0
1234,3.75,3.75,2.5,0.6667,1.2,0.2,0.1833,0,0,0,1.25,6.75,6.75,2.25,2.25,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,0,0
1235,2,2,1.5,0.6667,1.2,0.2,0.1667,0,0,0,1,5,5,1.6667,1.6667,0.2,2,2,2,2,0,2,0,0,0,0.8,0
1236,2,2,1.5,0.6,0.8,0.1333,0.1333,0,0,0,1,4,4,1.3333,1.3333,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,0,0
1237,5,5,2.5,0.6,0.8,0.1333,0.3,0,0,0,2.3333,6,6,2,2,0.4,2,2,2,2,0,4,0,0,0,1.1,0
1238,3.5,3.5,2,0.6667,1.2,0.2,1.15,0,0,1.15,1.8333,6.5,6.5,2.1667,2.1667,0.35,1.8333,1.8333,1.8333,1.8333,0,3.5,0.6,0.3889,0.1375,0,0
1239,4.5,4.5,3.5,0.6,0.8,0.1333,0.1667,0,0,0,1.1667,4.5,4.5,1.5,1.5,0.25,1.5,1.5,1.5,1.5,0,2.5,0,0,0,0,0
1240,3.25,3.25,2.5,0.6667,1.2,0.2,0.25,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,2.4167,2.4167,2.4167,2.4167,0,2.25,0,0,0,0,0
1241,2,2,1.5,0.6,0.8,0.1333,0.1333,0,0,0,1,4,4,1.3333,1.3333,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,1.2,0
1242,2.75,2.75,1,0.6,0.8,0.1333,0.15,0,0,0,1.9167,4.75,4.75,1.5833,1.5833,0.275,1.25,1.25,1.25,1.25,0,2.75,0,0,0,0,0
1243,2.25,2.25,1,0.6,0.8,0.1333,0.1167,0,0,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.0833,1.0833,1.0833,1.0833,0,2.25,0,0,0,0,0
1244,3,3,4,0.7667,1.8,0.3,0.1667,0,0,0,1.3333,6.5,6.5,2.1667,2.1667,0.2,2.5,2.5,2.5,2.5,0,2,0,0,0,1.2,0
1245,4.25,4.25,3,0.7333,0.9,0.1333,0.15,0,0,0,1.75,6.25,6.25,2.0833,2.0833,0.425,1.0833,1.0833,1.0833,1.0833,0.0813,4.25,0,0,0,0,0.2313
1246,5.75,5.75,4.5,0.6667,1.2,0.2,0.1833,0,0,0,1.5833,6.75,6.75,2.25,2.25,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,0,0
1247,2.25,2.25,2.5,0.7667,1.4,0.2333,0.1167,0.1,0.15,0.625,2.0833,5.75,5.75,1.9167,1.9167,0.225,9.5,1.5833,3.1667,1.5833,0.0563,2.25,0,0,0,0,0
1248,3.75,3.75,3.5,0.7667,1.1,0.1667,0.15,0,0,0,1.9167,5.25,5.25,1.75,1.75,0.275,1.4167,1.4167,1.4167,1.4167,0.1187,2.75,0,0,0,0,0.2687
1249,3.75,3.75,5.5,0.6,0.8,0.1333,0.1833,0,0,0,0.9167,2.75,2.75,0.9167,0.9167,0.075,1.9167,1.9167,1.9167,1.9167,0,0.75,0,0,0,0,0
1250,4.25,4.25,2.5,1.1333,0.8,0.1333,0.1833,0.5333,0.8,0,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1251,4.25,4.25,3.5,0.6667,1.2,0.2,0.15,0,0,0,1.0833,6.25,6.25,2.0833,2.0833,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1252,3.5,3.5,2.5,1.2333,1.8,0.2333,0.2333,0,0,0,1.5,7,7,2.3333,2.3333,0.35,2,2,2,2,0.1875,5.5,0,0,0,0,0
1253,1,1,1.5,0.5333,0.4,0.0667,0.2,0,0,0,1,2,2,0.6667,0.6667,0.1,1.6667,1.6667,1.6667,1.6667,0,1,0,0,0,0,0
1254,0.75,0.75,1.5,0.5333,0.4,0.0667,0.1833,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0,0
1255,4,4,4,0.6333,1,0.1667,0.2,0,0,0,1.3333,4.5,4.5,1.5,1.5,0.2,1.8333,1.8333,1.8333,1.8333,0,2,0,0,0,1.2,0
1256,3.75,3.75,3,0.8,0.8,0.1333,0.375,0.2,0.3,0,2.25,4.75,4.75,1.5833,1.5833,0.275,1.25,1.25,1.25,2.5,0,2.75,0,0,0,0,0
1257,1.5,1.5,2.5,0.6,0.4,0.0667,0.1667,0.0333,0.05,0.55,0.8333,1.5,1.5,0.5,0.5,0.05,9,1.5,3,1.5,0.1375,0.5,0,0,0,0,0
1258,2,2,1.5,0.6,0.8,0.1333,0.2,0,0,0,1,4,4,1.3333,1.3333,0.2,1.6667,1.6667,1.6667,1.6667,0,2,0,0,0,0,0
1259,3.25,3.25,2.5,0.7333,1.2,0.2,0.2833,0.1,0.15,0.425,2.0833,6.25,6.25,2.0833,2.0833,0.325,14.5,2.4167,4.8333,2.4167,0.1313,3.25,0,0,0,0,0
1260,4,4,5,0.7667,1.8,0.3,0.1667,0,0,0,2.6667,7.5,7.5,2.5,2.5,0.3,2.1667,2.1667,2.1667,2.1667,0,3,0,0,0,1.1,0
1261,4,4,3.5,0.7333,0.9,0.4,0.1333,0,0,0,1,4,4,1.3333,1.3333,0.2,1.3333,2.6667,1.3333,2.6667,0,2,0,0,0,0,0
1262,4.25,4.25,1.5,0.7333,0.9,0.4,0.25,0,0,0,2.4167,6.25,6.25,2.0833,2.0833,0.425,1.75,3.5,1.75,3.5,0,4.25,0,0,0,1.05,0
1263,3.25,3.25,4,0.7667,1.8,0.3,0.1833,0,0,0,2.75,7.75,7.75,2.5833,2.5833,0.325,2.25,2.25,2.25,2.25,0,3.25,0,0,0,0,0
1264,2.75,2.75,2.5,0.6333,1,0.1667,0.1167,0,0,0,2.5833,5.25,5.25,1.75,1.75,0.275,1.4167,1.4167,1.4167,1.4167,0,2.75,0,0,0,0,0
1265,2,2,1.5,0.6,0.8,0.1333,0.1333,0,0,0,1,4,4,1.3333,1.3333,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,0,0
1266,3.75,3.75,1.5,0.6,0.8,0.1333,0.2167,0,0,0,2.5833,5.75,5.75,1.9167,1.9167,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,0,0
1267,2.25,2.25,1.5,0.6,0.8,0.1333,0.15,0,0,0,1.0833,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,1.25,0
1268,3,3,4.5,0.8333,1.5,0.2333,0.1,0,0,0,1.3333,5.5,5.5,1.8333,1.8333,0.2,1.5,1.5,1.5,1.5,0.1,2,0,0,0,0,0.25
1269,3,3,2.5,0.8333,1.5,0.2333,0.2,0,0,0,1.3333,6.5,6.5,2.1667,2.1667,0.3,1.8333,1.8333,1.8333,1.8333,0.1,3,0,0,0,0,0.25
1270,3.75,3.75,2.5,0.6,0.8,0.1333,0.1833,0,0,0,1.5833,4.75,4.75,1.5833,1.5833,0.275,1.5833,1.5833,1.5833,1.5833,0,2.75,0,0,0,0,0
1271,4.5,4.5,2,1.1333,0.8,0.1333,0.2667,0.5333,0.8,0,2.1667,6.5,6.5,2.1667,2.1667,0.45,1.8333,1.8333,1.8333,1.8333,0,4.5,0,0,0,0,0
1272,0.75,0.75,1.5,1.0667,0.4,0.0667,0.1833,0.2667,0.4,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0,0
1273,3.25,3.25,2.5,0.6667,1.2,0.2,0.15,0,0,0,1.4167,6.25,6.25,2.0833,2.0833,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1274,2.25,2.25,1.5,1.1333,0.8,0.1333,0.125,0.5333,0.8,0,1.75,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,0,0
1275,4.25,4.25,3.5,0.6,0.8,0.1333,0.15,0,0,0,1.0833,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,0,0
1276,5.75,5.75,4.5,0.9,1.4,0.2333,0.475,0.3,0.45,0,1.9167,7.25,7.25,2.4167,2.4167,0.375,2.0833,2.0833,2.0833,4.1667,0,3.75,0,0,0,0,0
1277,2,2,1,0.6,0.8,0.1333,0.1,0,0,0,1.3333,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
1278,2.25,2.25,3.5,0.6,0.4,0.0667,0.15,0.0333,0.05,0.525,0.75,1.25,1.25,0.4167,0.4167,0.025,8.5,1.4167,2.8333,1.4167,0.1563,0.25,0,0,0,0,0
1279,2.25,2.25,1.5,0.6,0.8,0.1333,0.15,0,0,0,1.0833,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,0,0
1280,6.5,6.5,5,0.7,1.4,0.2333,0.2667,0,0,0,2.5,8,8,2.6667,2.6667,0.45,2.3333,2.3333,2.3333,2.3333,0,4.5,0,0,0,1.5,0
1281,2.25,2.25,1.5,0.6667,1.2,0.2,0.1833,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
1282,3.25,3.25,4,0.7667,1.8,0.3,0.15,0,0,0,1.4167,7.75,7.75,2.5833,2.5833,0.325,1.9167,1.9167,1.9167,1.9167,0,3.25,0,0,0,1.45,0
1283,3.5,3.5,4,1.2667,2,0.2667,0.1667,0,0,0,1.1667,6.5,6.5,2.1667,2.1667,0.25,1.8333,1.8333,1.8333,1.8333,0.1875,4.5,0,0,0,0,0
1284,3.25,3.25,3,0.6667,1.2,0.2,0.725,0,0,0.925,1.75,6.25,6.25,2.0833,2.0833,0.325,1.75,1.75,1.75,1.75,0,3.25,0.55,0.3611,0.1313,0.75,0
1285,2.75,2.75,1.5,0.6,0.8,0.1333,0.1833,0,0,0,1.25,4.75,4.75,1.5833,1.5833,0.275,1.5833,1.5833,1.5833,1.5833,0,2.75,0,0,0,0,0
1286,3.25,3.25,4,1.3333,2.4,0.3333,0.2167,0,0,0,1.75,8.25,8.25,2.75,2.75,0.325,2.4167,2.4167,2.4167,2.4167,0.1812,5.25,0,0,0,0,0
1287,3.25,3.25,4,0.7667,1.8,0.3,0.15,0,0,0,1.75,7.75,7.75,2.5833,2.5833,0.325,1.9167,1.9167,1.9167,1.9167,0,3.25,0,0,0,0,0
1288,2,2,3,1.2667,2,0.2667,0.1333,0,0,0,1,6,6,2,2,0.2,1.6667,1.6667,1.6667,1.6667,0.15,4,0,0,0,0,0
1289,3.25,3.25,1.5,1.1333,0.8,0.1333,0.1833,0.5333,0.8,0,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1290,1,1,2.5,0.5333,0.4,0.0667,0.1333,0,0,0,0.6667,1,1,0.3333,0.3333,0,1.3333,1.3333,1.3333,1.3333,0,0,0,0,0,0,0
1291,2,2,3,0.7,1.4,0.2333,0.1333,0,0,0,1.3333,5.5,5.5,1.8333,1.8333,0.2,1.8333,1.8333,1.8333,1.8333,0,2,0,0,0,0,0
